Eng,Kor,Ver
Dated Velveteen Turban (Red),구식 빨간색 우단 터번,2
Dated Velveteen Turban (Yellow),구식 노란색 우단 터번,2
Dated Velveteen Turban (Green),구식 초록색 우단 터번,2
Dated Bowman's Hat,구식 궁수 모자,2
Dated Bowman's Hat (Black),구식 검은색 궁수 모자,2
Dated Bowman's Hat (Red),구식 빨간색 궁수 모자,2
Dated Bowman's Hat (Yellow),구식 노란색 궁수 모자,2
Dated Bowman's Hat (Green),구식 초록색 궁수모자,2
Dated Toadskin Pot Helm (Sunstone),구식 두꺼비 전투모(태양석),2
Dated Toadskin Pot Helm (Lapis Lazuli),구식 두꺼비 전투모(청금석),2
Dated Toadskin Pot Helm (Sphene),구식 두꺼비 전투모(설석),2
Dated Toadskin Pot Helm (Malachite),구식 두꺼비 전투모(공작석),2
Dated Toadskin Pot Helm (Fluorite),구식 두꺼비 전투모(형석),2
Dated Toadskin Pot Helm (Danburite),구식 두꺼비 전투모(댄버라이트),2
Dated Velveteen Sugarloaf Hat (Black),구식 검은색 우단 고깔모자 ,2
Dated Velveteen Sugarloaf Hat (Red),구식 빨간색 우단 고깔모자,2
Dated Velveteen Sugarloaf Hat (Green),구식 초록색 우단 고깔모자,2
Dated Velveteen Wedge Cap,구식 우단 정장모자,2
Dated Velveteen Wedge Cap (Black),구식 검은색 우단 정장모자,2
Dated Velveteen Wedge Cap (Red),구식 빨간색 우단 정장모자,2
Dated Velveteen Wedge Cap (Yellow),구식 노란색 우단 정장모자,2
Dated Velveteen Wedge Cap (Green),구식 초록색 우단 정장모자,2
Dated Darksilver Circlet (Garnet),구식 흑은 머리장식(석류석),2
Dated Darksilver Circlet (Aquamarine),구식 흑은 머리장식(남옥),2
Dated Darksilver Circlet (Heliodor),구식 흑은 머리장식(헬리오도르),2
Dated Darksilver Circlet (Peridot),구식 흑은 머리장식(페리도트),2
Dated Darksilver Circlet (Amethyst),구식 흑은 머리장식(자수정),2
Dated Darksilver Circlet (Goshenite),구식 흑은 머리장식(고셰나이트),2
Dated Walnut Mask,구식 호두나무 가면,2
Dated Visored Barbut,구식 면갑 무장투구,2
Dated Chef's Hat,구식 주방장 모자,2
Dated Chef's Hat (Black),구식 검은색 주방장 모자,2
Dated Chef's Hat (Red),구식 빨간색 주방장 모자,2
Dated Chef's Hat (Yellow),구식 노란색 주방장 모자,2
Dated Chef's Hat (Green),구식 초록색 주방장 모자,2
Dated Iron Assault Sallet,구식 철제 돌격대 경량투구,2
Dated Cavalry Chain Coif,구식 기갑 사슬머리쓰개,2
Dated Cavalry Chain Coif (Red),구식 기갑 사슬머리쓰개(빨간색),2
Dated Cavalry Chain Coif (Black),구식 기갑 사슬머리쓰개(검은색),2
Dated Cavalry Chain Coif (Ochre),구식 기갑 사슬머리쓰개(황토색),2
Dated Cavalry Chain Coif (Green),구식 기갑 사슬머리쓰개(초록색),2
Dated Electrum Circlet (Rubellite),구식 호박금 머리장식(홍전기석),2
Dated Electrum Circlet (Turquoise),구식 호박금 머리장식(터키석),2
Dated Electrum Circlet (Amber),구식 호박금 머리장식(호박석),2
Dated Electrum Circlet (Tourmaline),구식 호박금 머리장식(전기석),2
Dated Electrum Circlet (Spinel),구식 호박금 머리장식(첨정석),2
Dated Electrum Circlet (Zircon),구식 호박금 머리장식(지르콘),2
Dated Iron Celata,구식 철제 보호투구,2
Dated Iron Celata (Green),구식 초록색 철제 보호투구,2
Dated Iron Celata (Brown),구식 갈색 철제 보호투구,2
Dated Linen Wedge Cap,구식 아마포 정장모자,2
Dated Linen Wedge Cap (Pink),구식 분홍색 아마포 정장모자,2
Dated Linen Wedge Cap (Blue),구식 파란색 아마포 정장모자,2
Dated Linen Wedge Cap (Brown),구식 갈색 아마포 정장모자,2
Dated Linen Wedge Cap (Yellow),구식 노란색 아마포 정장모자,2
Weathered Doublet (Yellow),낡은 겹옷,2
Weathered Robe,낡은 로브,2
Weathered Dalmatica,낡은 달마티카,2
Weathered Dalmatica (Grey),낡은 달마티카 [회색],2
Weathered Gown (Grey),낡은 덧옷 [회색],2
Weathered Gown (Beige),낡은 덧옷 [빨강],2
Weathered Hunting Tunic (Brown),낡은 사냥용 튜닉,2
Weathered Shirt,낡은 셔츠,2
Weathered Acton (Grey),낡은 누비옷,2
Weathered Jerkin (Brown),낡은 웃옷,2
Weathered Tabard,낡은 휘장복,2
Weathered Doublet Vest (Grey),낡은 겹옷조끼,2
Weathered Halfrobe (Beige),낡은 반로브,2
Dated Hempen Dalmatica,구식 달마티카,2
Dated Hempen Dalmatica (Brown),구식 갈색 달마티카,2
Dated Hempen Dalmatica (Grey),구식 회색 달마티카,2
Dated Hempen Dalmatica (Beige),구식 연노랑색 달마티카,2
Dated Hempen Tunic,구식 튜닉,2
Dated Hempen Tunic (Brown),구식 갈색 튜닉,2
Dated Hempen Tunic (Beige),구식 연노랑색 튜닉,2
Dated Hempen Tunic (Grey),구식 회색 튜닉,2
Dated Hempen Halfrobe,구식 반로브,2
Dated Hempen Halfrobe (Brown),구식 갈색 반로브,2
Dated Hempen Halfrobe (Beige),구식 연노랑색 반로브,2
Dated Hempen Halfrobe (Grey),구식 회색 반로브,2
Dated Hempen Gown,구식 덧옷,2
Dated Hempen Gown (Brown),구식 갈색 덧옷,2
Dated Hempen Gown (Grey),구식 회색 덧옷,2
Dated Hempen Gown (Beige),구식 연노랑색 덧옷,2
Dated Hempen Doublet Vest,구식 겹옷조끼,2
Dated Hempen Doublet Vest (Brown),구식 갈색 겹옷조끼,2
Dated Hempen Doublet Vest (Beige),구식 연노랑색 겹옷조끼,2
Dated Hempen Doublet Vest (Grey),구식 회색 겹옷조끼,2
Dated Hempen Tabard,구식 휘장복,2
Dated Hempen Tabard (Brown),구식 갈색 휘장복,2
Dated Hempen Tabard (Beige),구식 연노랑색 휘장복,2
Dated Hempen Tabard (Grey),구식 회색 휘장복,2
Dated Hempen Doublet,구식 겹옷,2
Dated Hempen Doublet (Brown),구식 갈색 겹옷,2
Dated Hempen Doublet (Grey),구식 회색 겹옷,2
Dated Hempen Doublet (Beige),구식 연노랑색 겹옷,2
Dated Hempen Robe,구식 로브,2
Dated Hempen Robe (Brown),구식 갈색 로브,2
Dated Hempen Robe (Grey),구식 회색 로브,2
Dated Hempen Robe (Beige),구식 연노랑색 로브,2
Dated Hempen Shepherd's Tunic,구식 양치기 튜닉,2
Dated Hempen Shepherd's Tunic (Brown),구식 갈색 양치기 튜닉,2
Dated Hempen Shepherd's Tunic (Grey),구식 회색 양치기 튜닉,2
Dated Hempen Shepherd's Tunic (Beige),구식 베이지색 양치기 튜닉,2
Dated Hempen Shirt,구식 삼베 셔츠,2
Dated Hempen Shirt (Brown),구식 갈색 삼베 셔츠,2
Dated Hempen Shirt (Grey),구식 회색 삼베 셔츠,2
Dated Hempen Shirt (Beige),구식 연노랑색 삼베 셔츠,2
Dated Hunting Tunic (Brown),구식 갈색 사냥용 튜닉,2
Dated Hunting Tunic (Grey),구식 회색 사냥용 튜닉,2
Dated Hunting Tunic (Beige),구식 연노랑색 사냥용 튜닉,2
Dated Hempen Acton (Grey),구식 회색 삼베 누비옷,2
Dated Hempen Acton (Beige),구식 연노랑색 삼베 누비옷,2
Dated Hempen Acton (Brown),구식 갈색 삼베 누비옷,2
Dated Cotton Dalmatica,구식 무명 달마티카,2
Dated Cotton Dalmatica (Red),구식 빨간색 무명 달마티카,2
Dated Cotton Dalmatica (Yellow),구식 노란색 무명 달마티카,2
Dated Cotton Dalmatica (Green),구식 초록색 무명 달마티카,2
Dated Cotton Dalmatica (Blue),구식 하늘색 무명 달마티카,2
Dated Cotton Tunic,구식 무명 튜닉,2
Dated Cotton Tunic (Green),구식 초록색 무명 튜닉,2
Dated Cotton Tunic (Blue),구식 하늘색 무명 튜닉,2
Dated Cotton Tunic (Red),구식 빨간색 무명 튜닉,2
Dated Cotton Tunic (Yellow),구식 노란색 무명 튜닉,2
Dated Cotton Halfrobe,구식 무명 반로브,2
Dated Cotton Halfrobe (Green),구식 초록색 무명 반로브,2
Dated Cotton Halfrobe (Blue),구식 하늘색 무명 반로브,2
Dated Cotton Halfrobe (Red),구식 빨간색 무명 반로브,2
Dated Cotton Halfrobe (Yellow),구식 노란색 무명 반로브,2
Dated Bronze Chainmail,구식 청동 사슬갑옷,2
Dated Bronze Chainmail (Brown),구식 청동 사슬갑옷(갈색),2
Dated Bronze Chainmail (Grey),구식 청동 사슬갑옷(회색),2
Dated Bronze Chainmail (Beige),구식 청동 사슬갑옷(연노랑색),2
Dated Sheepskin Harness (Taupe),구식 회갈색 멜빵갑옷,2
Dated Sheepskin Harness (Grey),구식 회색 멜빵갑옷,2
Dated Cotton Gown,구식 무명 덧옷,2
Dated Cotton Gown (Red),구식 빨간색 무명 덧옷,2
Dated Cotton Gown (Yellow),구식 노란색 무명 덧옷,2
Dated Cotton Gown (Green),구식 초록색 무명 덧옷,2
Dated Cotton Gown (Blue),구식 하늘색 무명 덧옷,2
Dated Cotton Doublet Vest,구식 무명 겹옷조끼,2
Dated Cotton Doublet Vest (Green),구식 초록색 무명 겹옷조끼,2
Dated Cotton Doublet Vest (Blue),구식 하늘색 무명 겹옷조끼,2
Dated Cotton Doublet Vest (Red),구식 빨간색 무명 겹옷조끼,2
Dated Cotton Doublet Vest (Yellow),구식 노란색 무명 겹옷조끼,2
Dated Bone Scale Mail (Grey),구식 미늘갑옷(회색),2
Dated Bone Scale Mail (Taupe),구식 미늘갑옷(회갈색),2
Dated Hempen Cowl,구식 수도복,2
Dated Hempen Cowl (Beige),구식 연노랑색 수도복,2
Dated Hempen Cowl (Grey),구식 회색 수도복,2
Dated Hempen Cowl (Brown),구식 갈색 수도복,2
Dated Dodoskin Jacket (Rat),구식 재킷,2
Dated Dodoskin Jacket (Squirrel),구식 청설모 재킷,2
Dated Dodoskin Jacket (Marmot),구식 마멋 재킷,2
Dated Cotton Tabard,구식 무명 휘장복,2
Dated Cotton Tabard (Green),구식 초록색 무명 휘장복,2
Dated Cotton Tabard (Blue),구식 하늘색 무명 휘장복,2
Dated Cotton Tabard (Red),구식 빨간색 무명 휘장복,2
Dated Cotton Tabard (Yellow),구식 노란색 무명 휘장복,2
Dated Cotton Doublet,구식 무명 겹옷,2
Dated Cotton Doublet (Red),구식 빨간색 무명 겹옷,2
Dated Cotton Doublet (Yellow),구식 노란색 무명 겹옷,2
Dated Cotton Doublet (Green),구식 초록색 무명 겹옷,2
Dated Cotton Doublet (Blue),구식 하늘색 무명 겹옷,2
Dated Cotton Robe,구식 무명 로브,2
Dated Cotton Robe (Red),구식 빨간색 무명 로브,2
Dated Cotton Robe (Yellow),구식 노란색 무명 로브,2
Dated Cotton Robe (Green),구식 초록색 무명 로브,2
Dated Cotton Robe (Blue),구식 하늘색 무명 로브,2
Dated Taupe Sheepskin Jerkin,구식 웃옷(연노랑색),2
Dated Taupe Sheepskin Jerkin (Grey),구식 웃옷(회색),2
Dated Sheepskin Jerkin,구식 웃옷,2
Dated Slate-grey Sheepskin Jerkin (Brown),구식 웃옷(갈색),2
Dated Cotton Shepherd's Tunic,구식 무명 양치기 튜닉,2
Dated Cotton Shepherd's Tunic (Red),구식 빨간색 무명 양치기 튜닉,2
Dated Cotton Shepherd's Tunic (Yellow),구식 노란색 무명 양치기 튜닉,2
Dated Cotton Shepherd's Tunic (Green),구식 초록색 무명 양치기 튜닉,2
Dated Cotton Shepherd's Tunic (Blue),구식 하늘색 무명 양치기 튜닉,2
Dated Cotton Shirt,구식 무명 셔츠,2
Dated Cotton Shirt (Red),구식 빨간색 무명 셔츠,2
Dated Cotton Shirt (Yellow),구식 노란색 무명 셔츠,2
Dated Cotton Shirt (Green),구식 초록색 무명 셔츠,2
Dated Cotton Shirt (Blue),구식 하늘색 무명 셔츠,2
Dated Trapper's Tunic,구식 매복자 튜닉,2
Dated Trapper's Tunic (Red),구식 빨간색 매복자 튜닉,2
Dated Trapper's Tunic (Yellow),구식 노란색 매복자 튜닉,2
Dated Trapper's Tunic (Green),구식 초록색 매복자 튜닉,2
Dated Trapper's Tunic (Blue),구식 하늘색 매복자 튜닉,2
Dated Cotton Acton (Red),구식 빨간색 무명 누비옷,2
Dated Cotton Acton (Blue),구식 하늘색 무명 누비옷,2
Dated Cotton Acton (Yellow),구식 노란색 무명 누비옷,2
Dated Cotton Acton (Green),구식 초록색 무명 누비옷,2
Dated Bronze Scale Mail,구식 청동 미늘갑옷,2
Dated Canvas Dalmatica,구식 천 달마티카,2
Dated Canvas Dalmatica (Auburn),구식 적갈색 천 달마티카,2
Dated Canvas Dalmatica (Pink),구식 분홍색 천 달마티카,2
Dated Canvas Dalmatica (Brown),구식 갈색 천 달마티카,2
Dated Canvas Dalmatica (Blue),구식 파란색 천 달마티카,2
Dated Canvas Tunic,구식 천 튜닉,2
Dated Canvas Tunic (Auburn),구식 적갈색 천 튜닉,2
Dated Canvas Tunic (Pink),구식 분홍색 천 튜닉,2
Dated Canvas Tunic (Brown),구식 갈색 천 튜닉,2
Dated Canvas Tunic (Blue),구식 파란색 천 튜닉,2
Dated Canvas Halfrobe,구식 천 반로브,2
Dated Canvas Halfrobe (Auburn),구식 적갈색 천 반로브,2
Dated Canvas Halfrobe (Pink),구식 분홍색 천 반로브,2
Dated Canvas Halfrobe (Brown),구식 갈색 천 반로브,2
Dated Canvas Halfrobe (Blue),구식 파란색 천 반로브,2
Dated Sentinel's Chainmail,구식 보초병 사슬갑옷,2
Dated Sentinel's Chainmail (Red),구식 보초병 사슬갑옷(빨간색),2
Dated Sentinel's Chainmail (Yellow),구식 보초병 사슬갑옷(노란색),2
Dated Sentinel's Chainmail (Green),구식 보초병 사슬갑옷(초록색),2
Dated Sentinel's Chainmail (Blue),구식 보초병 사슬갑옷(하늘색),2
Dated Dodoskin Harness (Taupe),구식 도도 멜빵갑옷(회갈색),2
Dated Dodoskin Harness (Grey),구식 도도 멜빵갑옷(회색),2
Dated Canvas Gown,구식 천 덧옷,2
Dated Canvas Gown (Auburn),구식 적갈색 천 덧옷,2
Dated Canvas Gown (Pink),구식 분홍색 천 덧옷,2
Dated Canvas Gown (Brown),구식 갈색 천 덧옷,2
Dated Canvas Gown (Blue),구식 파란색 천 덧옷,2
Dated Canvas Doublet Vest,구식 천 겹옷조끼,2
Dated Canvas Doublet Vest (Auburn),구식 적갈색 천 겹옷조끼,2
Dated Canvas Doublet Vest (Pink),구식 분홍색 천 겹옷조끼,2
Dated Canvas Doublet Vest (Brown),구식 갈색 천 겹옷조끼,2
Dated Canvas Doublet Vest (Blue),구식 파란색 천 겹옷조끼,2
Dated Cotton Cowl,구식 무명 수도복,2
Dated Cotton Cowl (Yellow),구식 노란색 무명 수도복,2
Dated Cotton Cowl (Green),구식 초록색 무명 수도복,2
Dated Cotton Cowl (Blue),구식 하늘색 무명 수도복,2
Dated Cotton Cowl (Red),구식 빨간색 무명 수도복,2
Dated Leather Jacket (Black),구식 가죽 재킷(검은색),2
Dated Leather Jacket (Ochre),구식 가죽 재킷(황토색),2
Dated Leather Jacket (Green),구식 가죽 재킷(초록색),2
Dated Leather Jacket (Red),구식 가죽 재킷(빨간색),2
Dated Canvas Tabard,구식 천 휘장복,2
Dated Canvas Tabard (Auburn),구식 적갈색 천 휘장복,2
Dated Canvas Tabard (Pink),구식 분홍색 천 휘장복,2
Dated Canvas Tabard (Brown),구식 갈색 천 휘장복,2
Dated Canvas Tabard (Blue),구식 파란색 천 휘장복,2
Dated Canvas Doublet,구식 천 겹옷,2
Dated Canvas Doublet (Auburn),구식 적갈색 천 겹옷,2
Dated Canvas Doublet (Pink),구식 분홍색 천 겹옷,2
Dated Canvas Doublet (Brown),구식 갈색 천 겹옷,2
Dated Canvas Doublet (Blue),구식 파란색 천 겹옷,2
Dated Canvas Robe,구식 천 로브,2
Dated Canvas Robe (Auburn),구식 적갈색 천 로브,2
Dated Canvas Robe (Pink),구식 분홍색 천 로브,2
Dated Canvas Robe (Brown),구식 갈색 천 로브,2
Dated Canvas Robe (Blue),구식 파란색 천 로브,2
Dated Dodoskin Jerkin,구식 도도 웃옷,2
Dated Dodoskin Jerkin (Red),구식 도도 웃옷(빨간색),2
Dated Dodoskin Jerkin (Yellow),구식 도도 웃옷(노란색),2
Dated Dodoskin Jerkin (Green),구식 도도 웃옷(초록색),2
Dated Dodoskin Jerkin (Blue),구식 도도 웃옷(하늘색),2
Dated Bronze Haubergeon,구식 고리갑옷,2
Dated Bronze Haubergeon (Red),구식 고리갑옷(빨간색),2
Dated Bronze Haubergeon (Yellow),구식 고리갑옷(노란색),2
Dated Bronze Haubergeon (Green),구식 고리갑옷(초록색),2
Dated Bronze Haubergeon (Blue),구식 고리갑옷(하늘색),2
Dated Canvas Shepherd's Tunic,구식 천 양치기 튜닉,2
Dated Canvas Shepherd's Tunic (Auburn),구식 적갈색 천 양치기 튜닉,2
Dated Canvas Shepherd's Tunic (Pink),구식 분홍색 천 양치기 튜닉,2
Dated Canvas Shepherd's Tunic (Brown),구식 갈색 천 양치기 튜닉,2
Dated Canvas Shepherd's Tunic (Blue),구식 파란색 천 양치기 튜닉,2
Dated Tracker's Tunic,구식 추적자 튜닉,2
Dated Tracker's Tunic (Auburn),구식 적갈색 추적자 튜닉,2
Dated Tracker's Tunic (Pink),구식 분홍색 추적자 튜닉,2
Dated Tracker's Tunic (Brown),구식 갈색 추적자 튜닉,2
Dated Tracker's Tunic (Blue),구식 파란색 추적자 튜닉,2
Dated Canvas Acton (Auburn),구식 빨간색 누비옷,2
Dated Canvas Acton (Pink),구식 분홍색 누비옷,2
Dated Canvas Acton (Brown),구식 갈색 누비옷,2
Dated Canvas Acton (Blue),구식 하늘색 누비옷,2
Dated Canvas Coatee,구식 정장웃옷,2
Dated Canvas Coatee (Auburn),구식 적갈색 정장웃옷,2
Dated Canvas Coatee (Pink),구식 분홍색 정장웃옷,2
Dated Canvas Coatee (Brown),구식 갈색 정장웃옷,2
Dated Canvas Coatee (Blue),구식 파란색 정장웃옷,2
Dated Mercenary's Chainmail,구식 용병 사슬갑옷,2
Dated Mercenary's Chainmail (Red),구식 용병 사슬갑옷(빨간색),2
Dated Mercenary's Chainmail (Yellow),구식 용병 사슬갑옷(노란색),2
Dated Mercenary's Chainmail (Green),구식 용병 사슬갑옷(초록색),2
Dated Mercenary's Chainmail (Blue),구식 용병 사슬갑옷(파란색),2
Dated Leather Harness (Black),구식 검은색 멜빵갑옷,2
Dated Leather Harness (Ochre),구식 황토색 멜빵갑옷,2
Dated Leather Harness (Green),구식 초록색 멜빵갑옷,2
Dated Leather Harness (Red),구식 빨간색 멜빵갑옷,2
Dated Velveteen Gown,구식 우단 덧옷,2
Dated Velveteen Gown (Black),구식 검은색 우단 덧옷,2
Dated Velveteen Gown (Red),구식 빨간색 우단 덧옷,2
Dated Velveteen Gown (Yellow),구식 노란색 우단 덧옷,2
Dated Velveteen Gown (Green),구식 초록색 우단 덧옷,2
Dated Velveteen Doublet Vest,구식 우단 겹옷조끼,2
Dated Velveteen Doublet Vest (Green),구식 초록색 우단 겹옷조끼,2
Dated Velveteen Doublet Vest (Red),구식 빨간색 우단 겹옷조끼,2
Dated Velveteen Doublet Vest (Black),구식 검은색 우단 겹옷조끼,2
Dated Velveteen Doublet Vest (Yellow),구식 노란색 우단 겹옷조끼,2
Dated Canvas Cowl,구식 천 수도복,2
Dated Canvas Cowl (Yellow),구식 노란색 천 수도복,2
Dated Canvas Cowl (Green),구식 초록색 천 수도복,2
Dated Canvas Cowl (Blue),구식 파란색 천 수도복,2
Dated Canvas Cowl (Red),구식 빨간색 천 수도복,2
Dated Scouting Jacket (Black),구식 검은색 재킷,2
Dated Scouting Jacket (Ochre),구식 황토색 재킷,2
Dated Scouting Jacket (Green),구식 초록색 재킷,2
Dated Scouting Jacket (Red),구식 빨간색 재킷,2
Dated Velveteen Tabard,구식 우단 휘장복,2
Dated Velveteen Tabard (Green),구식 초록색 우단 휘장복,2
Dated Velveteen Tabard (Red),구식 빨간색 우단 휘장복,2
Dated Velveteen Tabard (Black),구식 검은색 우단 휘장복,2
